ticket_id,created_at,resolved_at,category,priority,channel,assigned_team,resolution_minutes,sla_minutes,sla_breached
TKT-109721,2024-06-04 09:58:00,2024-06-04 11:20:16,Account Lockout,P1,Phone,Service Desk,82.28,240,0
TKT-109722,2024-11-22 16:58:00,2024-11-23 02:55:00,Hardware,P4,Email,Service Desk,597.01,2880,0
TKT-109723,2025-10-18 12:38:00,2025-10-18 21:06:30,Access Request,P3,Chat,Apps,508.5,1440,0
TKT-109724,2025-03-16 12:10:00,2025-03-16 16:16:15,Access Request,P2,Chat,Service Desk,246.26,480,0
TKT-109725,2025-08-20 13:20:00,2025-08-20 14:55:25,Password Reset,P3,Portal,Service Desk,95.42,1440,0
TKT-109726,2025-06-25 15:57:00,2025-06-25 22:30:03,WiFi/Network,P3,Portal,Service Desk,393.05,1440,0
TKT-109727,2025-08-13 11:55:00,2025-08-13 16:24:29,Printer,P2,Portal,EU Support,269.48,480,0
TKT-109728,2025-02-17 16:37:00,2025-02-18 05:43:28,Other,P4,Email,Service Desk,786.48,2880,0
TKT-109729,2024-09-08 15:46:00,2024-09-09 08:05:13,Hardware,P4,Phone,Service Desk,979.23,2880,0
TKT-109730,2025-11-10 10:59:00,2025-11-10 14:29:11,Password Reset,P3,Portal,Service Desk,210.19,1440,0
TKT-109731,2024-03-14 13:08:00,2024-03-14 15:58:44,Password Reset,P4,Phone,Security,170.75,2880,0
TKT-109732,2024-05-24 12:59:00,2024-05-24 16:48:57,Software Install,P2,Portal,Service Desk,229.96,480,0
TKT-109733,2024-03-23 10:13:00,2024-03-23 17:58:04,WiFi/Network,P4,Phone,Service Desk,465.07,2880,0
TKT-109734,2024-03-23 14:50:00,2024-03-24 03:30:30,WiFi/Network,P3,Phone,Network,760.51,1440,0
TKT-109735,2025-01-09 08:35:00,2025-01-09 17:37:09,Microsoft 365,P3,Portal,EU Support,542.16,1440,0
TKT-109736,2024-03-12 14:49:00,2024-03-12 21:01:58,Email/Outlook,P2,Email,Service Desk,372.97,480,0
TKT-109737,2025-01-18 12:56:00,2025-01-18 15:34:03,Password Reset,P4,Email,Service Desk,158.06,2880,0
TKT-109738,2024-10-13 11:54:00,2024-10-14 00:14:28,Printer,P3,Portal,Service Desk,740.48,1440,0
TKT-109739,2025-10-13 10:01:00,2025-10-13 20:38:10,Microsoft 365,P4,Phone,Service Desk,637.18,2880,0
TKT-109740,2025-08-10 14:06:00,2025-08-10 18:19:13,WiFi/Network,P3,Email,Security,253.23,1440,0
TKT-109741,2024-09-26 15:12:00,2024-09-26 19:50:55,Email/Outlook,P3,Email,Service Desk,278.92,1440,0
TKT-109742,2025-11-08 11:01:00,2025-11-09 02:44:26,WiFi/Network,P4,Email,Service Desk,943.44,2880,0
TKT-109743,2025-05-09 09:58:00,2025-05-09 17:49:06,Software Install,P3,Phone,Apps,471.11,1440,0
TKT-109744,2025-08-23 15:24:00,2025-08-24 02:33:18,Hardware,P3,Portal,Service Desk,669.31,1440,0
TKT-109745,2024-01-23 10:19:00,2024-01-23 23:39:05,Access Request,P4,Portal,Service Desk,800.1,2880,0
TKT-109746,2024-10-07 09:25:00,2024-10-07 18:21:45,Email/Outlook,P3,Phone,Service Desk,536.75,1440,0
TKT-109747,2025-08-14 12:20:00,2025-08-14 15:48:45,WiFi/Network,P2,Email,Apps,208.76,480,0
TKT-109748,2024-01-09 10:20:00,2024-01-09 14:22:03,Account Lockout,P3,Portal,Apps,242.05,1440,0
TKT-109749,2025-03-07 13:36:00,2025-03-07 21:16:49,Software Install,P2,Portal,Service Desk,460.83,480,0
TKT-109750,2025-12-01 12:10:00,2025-12-01 20:15:14,Hardware,P4,Portal,EU Support,485.24,2880,0
TKT-109751,2025-11-14 17:23:00,2025-11-14 22:37:48,Software Install,P4,Portal,Apps,314.81,2880,0
TKT-109752,2025-05-08 09:57:00,2025-05-08 16:13:31,Other,P3,Phone,EU Support,376.52,1440,0
TKT-109753,2024-10-16 14:50:00,2024-10-17 06:13:49,Access Request,P4,Portal,Service Desk,923.83,2880,0
TKT-109754,2025-08-07 16:15:00,2025-08-07 21:22:49,Access Request,P2,Phone,EU Support,307.82,480,0
TKT-109755,2024-05-24 10:38:00,2024-05-24 13:14:53,Password Reset,P3,Portal,Service Desk,156.9,1440,0
TKT-109756,2024-06-14 17:13:00,2024-06-14 19:35:29,Password Reset,P3,Portal,Network,142.49,1440,0
TKT-109757,2025-09-10 15:29:00,2025-09-10 21:30:53,Microsoft 365,P3,Phone,Service Desk,361.89,1440,0
TKT-109758,2025-08-30 10:18:00,2025-08-30 14:46:45,Account Lockout,P4,Portal,Apps,268.76,2880,0
TKT-109759,2024-11-24 11:26:00,2024-11-24 18:23:58,Software Install,P3,Email,Apps,417.98,1440,0
TKT-109760,2025-03-17 09:37:00,2025-03-17 17:17:57,Microsoft 365,P3,Email,Security,460.96,1440,0
TKT-109761,2024-04-03 09:53:00,2024-04-04 05:21:37,VPN,P4,Email,Apps,1168.62,2880,0
TKT-109762,2024-05-30 08:08:00,2024-05-30 15:07:27,Other,P3,Email,Security,419.46,1440,0
TKT-109763,2025-09-08 11:24:00,2025-09-08 12:30:32,Password Reset,P3,Chat,Service Desk,66.54,1440,0
TKT-109764,2025-08-14 11:13:00,2025-08-15 06:14:08,WiFi/Network,P4,Portal,EU Support,1141.14,2880,0
TKT-109765,2024-06-27 09:29:00,2024-06-27 21:18:50,Access Request,P4,Email,Apps,709.85,2880,0
TKT-109766,2025-04-04 13:23:00,2025-04-05 00:24:36,Other,P4,Email,Service Desk,661.62,2880,0
TKT-109767,2024-05-19 11:55:00,2024-05-19 19:21:45,Hardware,P3,Chat,Apps,446.76,1440,0
TKT-109768,2024-06-25 13:54:00,2024-06-25 20:24:00,Printer,P4,Chat,Service Desk,390.01,2880,0
TKT-109769,2025-02-02 15:43:00,2025-02-02 22:06:05,Password Reset,P4,Chat,EU Support,383.09,2880,0
TKT-109770,2025-06-28 15:20:00,2025-06-28 18:42:50,Email/Outlook,P2,Phone,Service Desk,202.84,480,0
TKT-109771,2025-12-31 15:40:00,2025-12-31 17:56:47,Password Reset,P3,Email,Service Desk,136.79,1440,0
TKT-109772,2025-07-09 17:35:00,2025-07-10 07:16:11,Other,P4,Phone,Network,821.18,2880,0
TKT-109773,2025-09-19 14:59:00,2025-09-19 19:39:41,Printer,P3,Chat,Network,280.69,1440,0
TKT-109774,2025-07-13 10:43:00,2025-07-13 14:59:59,Access Request,P2,Portal,Service Desk,256.99,480,0
TKT-109775,2025-03-22 16:20:00,2025-03-22 22:19:07,Software Install,P3,Portal,EU Support,359.12,1440,0
TKT-109776,2024-08-07 13:52:00,2024-08-07 16:48:21,Account Lockout,P3,Chat,Service Desk,176.35,1440,0
TKT-109777,2025-01-17 08:36:00,2025-01-17 18:46:20,Hardware,P4,Phone,Service Desk,610.34,2880,0
TKT-109778,2025-06-03 09:47:00,2025-06-03 18:12:44,Printer,P3,Email,EU Support,505.75,1440,0
TKT-109779,2024-10-05 10:25:00,2024-10-05 11:47:19,Password Reset,P4,Email,EU Support,82.33,2880,0
TKT-109780,2024-10-01 17:38:00,2024-10-01 20:52:20,Access Request,P3,Phone,Service Desk,194.34,1440,0
TKT-109781,2025-07-08 17:27:00,2025-07-08 22:14:07,WiFi/Network,P1,Portal,Service Desk,287.12,240,1
TKT-109782,2025-03-02 13:40:00,2025-03-02 23:24:13,Email/Outlook,P4,Phone,Security,584.23,2880,0
TKT-109783,2025-10-31 09:31:00,2025-10-31 13:18:51,Password Reset,P4,Portal,Apps,227.85,2880,0
TKT-109784,2025-10-21 13:28:00,2025-10-21 14:56:44,Password Reset,P3,Chat,Service Desk,88.75,1440,0
TKT-109785,2024-08-29 10:40:00,2024-08-30 02:08:35,WiFi/Network,P3,Phone,Service Desk,928.59,1440,0
TKT-109786,2024-04-10 10:45:00,2024-04-10 16:13:20,Microsoft 365,P3,Phone,Service Desk,328.35,1440,0
TKT-109787,2024-06-21 10:03:00,2024-06-21 11:39:38,VPN,P3,Email,Network,96.64,1440,0
TKT-109788,2025-12-10 11:44:00,2025-12-10 19:07:30,VPN,P3,Phone,Service Desk,443.5,1440,0
TKT-109789,2024-03-16 12:13:00,2024-03-16 12:23:00,Microsoft 365,P4,Email,Service Desk,10.0,2880,0
TKT-109790,2025-04-21 13:48:00,2025-04-21 19:03:29,Email/Outlook,P2,Phone,Service Desk,315.49,480,0
TKT-109791,2024-04-22 14:58:00,2024-04-22 17:57:19,WiFi/Network,P2,Email,Service Desk,179.33,480,0
TKT-109792,2025-11-13 10:42:00,2025-11-14 13:14:14,Software Install,P4,Email,Network,1592.24,2880,0
TKT-109793,2024-11-09 15:29:00,2024-11-09 16:04:11,Password Reset,P4,Portal,EU Support,35.2,2880,0
TKT-109794,2025-04-29 09:35:00,2025-04-29 13:30:40,Account Lockout,P3,Phone,Service Desk,235.68,1440,0
TKT-109795,2025-04-28 15:48:00,2025-04-29 04:20:42,Microsoft 365,P4,Phone,Service Desk,752.71,2880,0
TKT-109796,2024-05-15 14:53:00,2024-05-16 08:57:26,Microsoft 365,P4,Email,EU Support,1084.44,2880,0
TKT-109797,2025-08-02 14:21:00,2025-08-02 16:58:31,Password Reset,P3,Chat,Service Desk,157.53,1440,0
TKT-109798,2024-02-12 11:49:00,2024-02-12 16:17:28,VPN,P3,Portal,Service Desk,268.48,1440,0
TKT-109799,2024-06-15 10:21:00,2024-06-15 18:32:17,Microsoft 365,P3,Portal,Service Desk,491.29,1440,0
TKT-109800,2025-11-20 13:33:00,2025-11-20 20:26:22,Microsoft 365,P3,Chat,EU Support,413.38,1440,0
TKT-109801,2025-06-14 15:17:00,2025-06-14 16:44:04,VPN,P3,Portal,Service Desk,87.08,1440,0
TKT-109802,2024-12-17 10:17:00,2024-12-17 16:16:14,Hardware,P2,Email,Apps,359.24,480,0
TKT-109803,2024-01-27 12:10:00,2024-01-28 00:54:08,Hardware,P3,Phone,Service Desk,764.14,1440,0
TKT-109804,2024-09-23 14:46:00,2024-09-23 20:02:51,VPN,P1,Phone,Service Desk,316.86,240,1
TKT-109805,2025-02-09 10:10:00,2025-02-09 17:37:46,Printer,P2,Email,EU Support,447.78,480,0
TKT-109806,2025-02-08 16:35:00,2025-02-08 21:22:16,Email/Outlook,P2,Portal,Service Desk,287.28,480,0
TKT-109807,2025-03-06 12:03:00,2025-03-06 19:58:01,Printer,P3,Chat,Service Desk,475.03,1440,0
TKT-109808,2024-05-30 13:09:00,2024-05-30 18:31:15,Email/Outlook,P2,Email,Security,322.26,480,0
TKT-109809,2025-04-23 12:47:00,2025-04-23 19:19:24,Email/Outlook,P3,Phone,Service Desk,392.41,1440,0
TKT-109810,2024-05-24 11:04:00,2024-05-24 12:44:03,Microsoft 365,P3,Chat,Security,100.06,1440,0
TKT-109811,2024-12-06 09:47:00,2024-12-07 05:27:49,Access Request,P4,Portal,Service Desk,1180.83,2880,0
TKT-109812,2024-08-20 13:19:00,2024-08-20 14:51:48,Password Reset,P3,Email,Service Desk,92.81,1440,0
TKT-109813,2024-11-05 13:15:00,2024-11-05 18:03:40,Email/Outlook,P3,Portal,Security,288.68,1440,0
TKT-109814,2025-02-02 14:05:00,2025-02-02 15:33:21,Password Reset,P3,Portal,Service Desk,88.35,1440,0
TKT-109815,2024-11-06 16:35:00,2024-11-06 18:41:26,VPN,P2,Chat,Network,126.44,480,0
TKT-109816,2025-03-25 17:33:00,2025-03-25 18:20:10,Password Reset,P1,Phone,Apps,47.18,240,0
TKT-109817,2024-10-14 10:03:00,2024-10-14 14:36:58,Access Request,P2,Email,EU Support,273.97,480,0
TKT-109818,2024-03-17 11:03:00,2024-03-17 19:40:01,Access Request,P3,Email,Network,517.03,1440,0
TKT-109819,2025-11-14 08:01:00,2025-11-14 12:34:58,Email/Outlook,P3,Portal,Service Desk,273.98,1440,0
TKT-109820,2025-07-06 14:30:00,2025-07-06 15:50:58,Password Reset,P1,Portal,Service Desk,80.98,240,0
TKT-109821,2025-01-19 16:27:00,2025-01-20 13:10:38,Printer,P4,Chat,Service Desk,1243.64,2880,0
TKT-109822,2024-12-16 11:29:00,2024-12-16 14:03:37,Email/Outlook,P1,Email,Service Desk,154.63,240,0
TKT-109823,2024-07-20 12:44:00,2024-07-20 13:51:45,Password Reset,P2,Email,Network,67.76,480,0
TKT-109824,2024-02-06 13:58:00,2024-02-06 18:29:08,Hardware,P4,Phone,Service Desk,271.14,2880,0
TKT-109825,2025-12-01 12:58:00,2025-12-02 10:22:33,Email/Outlook,P4,Email,Service Desk,1284.55,2880,0
TKT-109826,2025-12-01 11:49:00,2025-12-02 08:54:32,Printer,P4,Chat,Service Desk,1265.55,2880,0
TKT-109827,2024-02-08 09:12:00,2024-02-08 18:30:04,Access Request,P4,Portal,Service Desk,558.08,2880,0
TKT-109828,2025-10-05 10:46:00,2025-10-06 11:22:09,Hardware,P4,Email,Service Desk,1476.16,2880,0
TKT-109829,2025-06-03 12:54:00,2025-06-03 17:00:19,WiFi/Network,P3,Email,Service Desk,246.33,1440,0
TKT-109830,2025-08-30 11:46:00,2025-08-30 13:04:24,Microsoft 365,P3,Phone,EU Support,78.41,1440,0
TKT-109831,2025-09-12 17:55:00,2025-09-13 08:02:10,Software Install,P4,Portal,Apps,847.18,2880,0
TKT-109832,2025-02-13 09:08:00,2025-02-13 16:16:09,Printer,P3,Email,Security,428.17,1440,0
TKT-109833,2025-10-11 14:20:00,2025-10-11 23:45:02,Access Request,P3,Phone,Service Desk,565.03,1440,0
TKT-109834,2025-03-25 11:58:00,2025-03-25 21:13:24,Other,P3,Phone,Network,555.41,1440,0
TKT-109835,2025-08-24 12:53:00,2025-08-24 15:42:34,Account Lockout,P4,Email,Apps,169.58,2880,0
TKT-109836,2025-07-30 14:24:00,2025-07-30 22:36:38,Password Reset,P4,Email,Service Desk,492.64,2880,0
TKT-109837,2025-03-21 17:22:00,2025-03-21 23:34:02,Microsoft 365,P2,Phone,EU Support,372.05,480,0
TKT-109838,2025-04-03 10:09:00,2025-04-03 18:04:42,Email/Outlook,P3,Phone,Service Desk,475.7,1440,0
TKT-109839,2024-08-31 13:23:00,2024-08-31 16:37:37,Password Reset,P3,Phone,EU Support,194.62,1440,0
TKT-109840,2025-01-31 16:55:00,2025-01-31 18:06:59,Password Reset,P3,Portal,Security,71.99,1440,0
TKT-109841,2024-04-18 10:15:00,2024-04-18 12:56:11,VPN,P2,Phone,Service Desk,161.19,480,0
TKT-109842,2024-11-10 10:30:00,2024-11-10 10:40:00,Access Request,P3,Phone,Service Desk,10.0,1440,0
TKT-109843,2025-03-31 13:02:00,2025-03-31 13:17:09,Account Lockout,P4,Email,Apps,15.15,2880,0
TKT-109844,2024-10-06 12:39:00,2024-10-06 15:46:55,Other,P3,Phone,Apps,187.92,1440,0
TKT-109845,2025-01-18 12:48:00,2025-01-18 17:48:45,Other,P4,Email,Service Desk,300.76,2880,0
TKT-109846,2024-03-29 09:45:00,2024-03-29 16:27:31,VPN,P4,Email,Apps,402.53,2880,0
TKT-109847,2025-01-23 17:32:00,2025-01-24 09:32:48,VPN,P3,Phone,Service Desk,960.8,1440,0
TKT-109848,2024-04-05 11:24:00,2024-04-05 13:53:50,Password Reset,P2,Chat,EU Support,149.84,480,0
TKT-109849,2025-05-04 10:52:00,2025-05-04 18:47:48,VPN,P3,Portal,Service Desk,475.81,1440,0
TKT-109850,2025-12-04 14:55:00,2025-12-05 00:31:46,Email/Outlook,P3,Chat,Service Desk,576.78,1440,0
TKT-109851,2024-06-10 10:05:00,2024-06-10 18:28:19,Software Install,P2,Phone,Service Desk,503.33,480,1
TKT-109852,2024-07-07 14:20:00,2024-07-08 18:58:53,Hardware,P4,Phone,Service Desk,1718.89,2880,0
TKT-109853,2024-12-07 14:27:00,2024-12-07 22:38:21,Other,P3,Email,Security,491.37,1440,0
TKT-109854,2025-12-14 12:15:00,2025-12-14 17:47:33,Access Request,P2,Email,Apps,332.56,480,0
TKT-109855,2024-10-19 14:38:00,2024-10-19 22:14:44,WiFi/Network,P3,Email,Apps,456.74,1440,0
TKT-109856,2025-11-23 16:58:00,2025-11-24 02:48:41,Email/Outlook,P4,Email,Security,590.69,2880,0
TKT-109857,2025-01-06 14:57:00,2025-01-06 16:32:21,Password Reset,P3,Email,Network,95.36,1440,0
TKT-109858,2024-08-03 15:54:00,2024-08-03 19:23:16,Email/Outlook,P2,Chat,Apps,209.28,480,0
TKT-109859,2025-03-17 17:20:00,2025-03-18 03:59:38,Software Install,P3,Phone,Service Desk,639.65,1440,0
TKT-109860,2025-02-08 16:43:00,2025-02-08 20:37:12,Hardware,P4,Email,Service Desk,234.22,2880,0
TKT-109861,2025-12-10 12:50:00,2025-12-10 15:13:55,Password Reset,P4,Phone,Service Desk,143.93,2880,0
TKT-109862,2024-09-10 17:29:00,2024-09-11 06:57:44,Printer,P3,Chat,Service Desk,808.75,1440,0
TKT-109863,2025-11-04 11:23:00,2025-11-04 13:48:19,VPN,P1,Email,Service Desk,145.32,240,0
TKT-109864,2024-11-01 09:18:00,2024-11-01 12:23:27,Account Lockout,P3,Portal,Service Desk,185.46,1440,0
TKT-109865,2024-12-11 10:27:00,2024-12-11 11:51:27,Account Lockout,P4,Email,Service Desk,84.46,2880,0
TKT-109866,2024-09-12 12:45:00,2024-09-12 22:37:11,VPN,P3,Phone,EU Support,592.19,1440,0
TKT-109867,2024-01-09 17:24:00,2024-01-09 22:04:57,WiFi/Network,P3,Portal,Service Desk,280.95,1440,0
TKT-109868,2024-01-15 17:57:00,2024-01-15 19:46:46,Password Reset,P4,Portal,Service Desk,109.78,2880,0
TKT-109869,2025-04-18 09:48:00,2025-04-18 17:53:42,Access Request,P3,Email,Service Desk,485.7,1440,0
TKT-109870,2024-01-08 15:35:00,2024-01-08 19:03:20,Hardware,P3,Phone,Service Desk,208.34,1440,0
TKT-109871,2024-07-22 12:14:00,2024-07-22 14:01:26,Password Reset,P3,Email,Service Desk,107.44,1440,0
TKT-109872,2024-05-01 14:55:00,2024-05-01 17:11:12,VPN,P1,Email,Network,136.21,240,0
TKT-109873,2024-04-17 11:58:00,2024-04-17 12:25:19,Password Reset,P3,Email,Security,27.32,1440,0
TKT-109874,2024-06-10 13:34:00,2024-06-10 19:13:12,Access Request,P3,Email,Service Desk,339.21,1440,0
TKT-109875,2025-01-27 10:36:00,2025-01-27 13:06:55,Access Request,P2,Phone,Service Desk,150.93,480,0
TKT-109876,2025-06-19 15:01:00,2025-06-19 19:21:58,Microsoft 365,P3,Phone,Service Desk,260.97,1440,0
TKT-109877,2024-07-04 08:16:00,2024-07-04 11:14:52,Account Lockout,P3,Email,Service Desk,178.87,1440,0
TKT-109878,2025-02-07 10:25:00,2025-02-07 19:48:32,Hardware,P4,Chat,Service Desk,563.54,2880,0
TKT-109879,2025-04-12 13:41:00,2025-04-12 21:08:36,Email/Outlook,P3,Email,EU Support,447.6,1440,0
TKT-109880,2025-07-20 12:24:00,2025-07-21 00:04:05,Hardware,P3,Email,Security,700.09,1440,0
TKT-109881,2024-09-03 13:38:00,2024-09-04 03:37:53,Microsoft 365,P4,Portal,Service Desk,839.88,2880,0
TKT-109882,2025-02-26 10:28:00,2025-02-27 03:51:26,WiFi/Network,P3,Phone,Service Desk,1043.44,1440,0
TKT-109883,2025-11-26 14:08:00,2025-11-26 16:06:07,Password Reset,P2,Portal,Service Desk,118.12,480,0
TKT-109884,2024-11-17 13:49:00,2024-11-17 23:28:35,Email/Outlook,P3,Portal,EU Support,579.58,1440,0
TKT-109885,2025-06-25 13:57:00,2025-06-25 21:41:18,VPN,P3,Portal,EU Support,464.31,1440,0
TKT-109886,2025-01-21 15:14:00,2025-01-21 16:12:14,Account Lockout,P1,Portal,Service Desk,58.25,240,0
TKT-109887,2024-05-05 12:20:00,2024-05-05 20:28:04,Email/Outlook,P3,Chat,Service Desk,488.07,1440,0
TKT-109888,2025-06-09 15:14:00,2025-06-10 06:16:47,Other,P4,Phone,Service Desk,902.78,2880,0
TKT-109889,2024-05-17 12:56:00,2024-05-17 17:57:38,WiFi/Network,P3,Email,Service Desk,301.65,1440,0
TKT-109890,2024-08-21 12:32:00,2024-08-21 15:03:10,Software Install,P4,Portal,Apps,151.18,2880,0
TKT-109891,2024-06-21 08:41:00,2024-06-21 16:31:38,Software Install,P2,Portal,Apps,470.65,480,0
TKT-109892,2025-03-16 12:41:00,2025-03-17 16:10:16,Email/Outlook,P4,Phone,EU Support,1649.27,2880,0
TKT-109893,2025-09-15 14:32:00,2025-09-15 18:07:37,Hardware,P3,Chat,EU Support,215.63,1440,0
TKT-109894,2024-03-10 16:49:00,2024-03-10 19:26:56,Printer,P2,Portal,Service Desk,157.95,480,0
TKT-109895,2025-02-11 13:56:00,2025-02-11 18:00:41,Password Reset,P4,Email,Network,244.69,2880,0
TKT-109896,2024-07-16 14:17:00,2024-07-17 02:06:17,VPN,P4,Phone,Service Desk,709.29,2880,0
TKT-109897,2024-12-10 15:13:00,2024-12-10 21:49:55,Software Install,P3,Email,Apps,396.93,1440,0
TKT-109898,2024-10-28 17:40:00,2024-10-28 21:24:39,Account Lockout,P4,Phone,EU Support,224.65,2880,0
TKT-109899,2025-02-14 16:47:00,2025-02-15 00:11:17,Access Request,P3,Email,Security,444.29,1440,0
TKT-109900,2025-08-27 10:50:00,2025-08-27 15:52:48,VPN,P2,Chat,Security,302.81,480,0
TKT-109901,2024-02-12 12:09:00,2024-02-12 13:25:34,Account Lockout,P3,Email,EU Support,76.58,1440,0
TKT-109902,2024-09-07 12:25:00,2024-09-07 21:34:32,Email/Outlook,P3,Email,Apps,549.54,1440,0
TKT-109903,2025-05-01 12:12:00,2025-05-02 07:29:55,Software Install,P4,Phone,Service Desk,1157.92,2880,0
TKT-109904,2024-10-02 15:34:00,2024-10-02 15:44:00,Access Request,P3,Email,Apps,10.0,1440,0
TKT-109905,2024-04-18 15:52:00,2024-04-18 16:02:00,Password Reset,P4,Phone,Service Desk,10.0,2880,0
TKT-109906,2025-06-25 13:07:00,2025-06-26 04:59:26,Microsoft 365,P4,Phone,Apps,952.43,2880,0
TKT-109907,2025-04-15 15:38:00,2025-04-15 16:26:11,Account Lockout,P3,Portal,Service Desk,48.19,1440,0
TKT-109908,2025-01-15 14:13:00,2025-01-15 20:00:36,Hardware,P4,Email,Service Desk,347.6,2880,0
TKT-109909,2025-06-07 11:49:00,2025-06-07 15:51:35,Other,P2,Email,Service Desk,242.59,480,0
TKT-109910,2024-08-13 13:07:00,2024-08-13 21:16:53,Email/Outlook,P3,Chat,Security,489.88,1440,0
TKT-109911,2025-06-24 10:52:00,2025-06-25 02:36:39,Microsoft 365,P4,Phone,Service Desk,944.65,2880,0
TKT-109912,2025-02-14 13:28:00,2025-02-14 17:50:45,Printer,P2,Chat,Service Desk,262.75,480,0
TKT-109913,2024-02-25 10:38:00,2024-02-26 03:27:00,Access Request,P4,Phone,Security,1009.01,2880,0
TKT-109914,2025-07-24 14:55:00,2025-07-24 19:06:33,Password Reset,P4,Email,Service Desk,251.56,2880,0
TKT-109915,2025-03-25 15:01:00,2025-03-25 23:49:03,Software Install,P3,Phone,Network,528.06,1440,0
TKT-109916,2024-05-12 13:08:00,2024-05-12 18:29:29,Password Reset,P3,Email,Service Desk,321.5,1440,0
TKT-109917,2025-03-24 08:26:00,2025-03-24 19:03:48,VPN,P4,Email,EU Support,637.81,2880,0
TKT-109918,2025-06-13 11:11:00,2025-06-13 19:32:39,Email/Outlook,P3,Email,Apps,501.65,1440,0
TKT-109919,2024-01-03 09:11:00,2024-01-03 14:13:01,WiFi/Network,P3,Email,EU Support,302.02,1440,0
TKT-109920,2024-11-26 15:06:00,2024-11-26 18:47:44,VPN,P3,Portal,Service Desk,221.74,1440,0
TKT-109921,2024-12-03 09:08:00,2024-12-03 11:00:03,Account Lockout,P3,Email,EU Support,112.07,1440,0
TKT-109922,2025-03-06 17:30:00,2025-03-06 21:53:36,Email/Outlook,P3,Phone,Service Desk,263.61,1440,0
TKT-109923,2025-08-05 15:33:00,2025-08-05 17:33:04,Account Lockout,P3,Phone,Service Desk,120.08,1440,0
TKT-109924,2024-02-16 10:44:00,2024-02-16 18:30:27,Hardware,P3,Email,Service Desk,466.45,1440,0
TKT-109925,2025-09-08 14:06:00,2025-09-08 15:12:23,WiFi/Network,P3,Phone,Service Desk,66.39,1440,0
TKT-109926,2025-10-05 10:25:00,2025-10-05 16:02:37,Access Request,P2,Email,Service Desk,337.63,480,0
TKT-109927,2025-03-02 13:02:00,2025-03-03 06:38:25,WiFi/Network,P4,Email,Network,1056.42,2880,0
TKT-109928,2024-08-17 11:07:00,2024-08-18 04:59:42,Other,P4,Phone,Service Desk,1072.71,2880,0
TKT-109929,2025-05-17 11:43:00,2025-05-17 14:32:06,Password Reset,P3,Email,EU Support,169.11,1440,0
TKT-109930,2025-02-13 08:42:00,2025-02-13 20:31:57,Hardware,P3,Portal,Service Desk,709.96,1440,0
TKT-109931,2024-12-24 11:40:00,2024-12-24 19:06:52,Access Request,P3,Chat,Apps,446.87,1440,0
TKT-109932,2024-02-15 11:31:00,2024-02-15 15:34:36,Email/Outlook,P2,Phone,Network,243.6,480,0
TKT-109933,2025-03-30 14:17:00,2025-03-31 01:21:34,Email/Outlook,P4,Email,Network,664.58,2880,0
TKT-109934,2024-06-04 17:50:00,2024-06-04 21:13:11,WiFi/Network,P1,Portal,Service Desk,203.19,240,0
TKT-109935,2024-02-24 12:42:00,2024-02-24 18:08:47,Software Install,P2,Portal,EU Support,326.79,480,0
TKT-109936,2025-01-12 12:19:00,2025-01-12 21:44:49,Hardware,P3,Email,Service Desk,565.83,1440,0
TKT-109937,2024-10-02 13:37:00,2024-10-03 01:54:52,Microsoft 365,P3,Email,Service Desk,737.87,1440,0
TKT-109938,2024-10-09 16:38:00,2024-10-09 19:00:13,Password Reset,P3,Chat,Network,142.23,1440,0
TKT-109939,2024-07-02 08:09:00,2024-07-02 09:24:29,Password Reset,P3,Phone,Service Desk,75.49,1440,0
TKT-109940,2024-07-01 11:06:00,2024-07-01 12:45:30,Password Reset,P3,Portal,Service Desk,99.5,1440,0
TKT-109941,2024-05-12 12:00:00,2024-05-12 18:49:11,Software Install,P2,Email,Network,409.19,480,0
TKT-109942,2024-10-23 10:12:00,2024-10-23 10:22:00,Other,P3,Phone,Service Desk,10.0,1440,0
TKT-109943,2025-04-24 15:11:00,2025-04-24 19:14:40,Other,P2,Phone,Apps,243.68,480,0
TKT-109944,2025-03-23 15:24:00,2025-03-24 03:57:03,VPN,P3,Chat,Network,753.05,1440,0
TKT-109945,2024-03-24 12:43:00,2024-03-25 22:00:40,Software Install,P4,Email,Service Desk,1997.68,2880,0
TKT-109946,2025-08-15 11:39:00,2025-08-15 18:22:17,VPN,P2,Email,EU Support,403.29,480,0
TKT-109947,2024-04-10 13:32:00,2024-04-11 05:01:37,Microsoft 365,P4,Phone,Service Desk,929.63,2880,0
TKT-109948,2025-11-15 13:57:00,2025-11-15 19:28:34,Password Reset,P4,Email,Service Desk,331.58,2880,0
TKT-109949,2025-02-25 15:45:00,2025-02-25 19:08:50,Access Request,P3,Email,EU Support,203.84,1440,0
TKT-109950,2024-11-28 11:14:00,2024-11-29 01:52:13,Printer,P4,Phone,EU Support,878.23,2880,0
TKT-109951,2024-11-14 13:49:00,2024-11-14 19:23:50,WiFi/Network,P3,Email,Network,334.85,1440,0
TKT-109952,2024-03-02 11:44:00,2024-03-02 21:02:32,Software Install,P3,Portal,Apps,558.54,1440,0
TKT-109953,2025-12-06 11:23:00,2025-12-06 22:31:15,Access Request,P3,Phone,Service Desk,668.25,1440,0
TKT-109954,2024-10-22 12:24:00,2024-10-22 20:33:40,Email/Outlook,P3,Chat,Apps,489.68,1440,0
